SL_NO	DATE_REC	FROM	CITY	PURPOSE	CHK_NO	CHK_DT	CURRENCY	AMOUNT	J_NO	EMAIL	SLNO1
1080	2/1/2013	KGISL Inst of Infm Mgm	Coimbatore	subscription	464276			4800.00		info@kgisliim.ac.in	13B
1081	2/1/2013	IQRA Clg of Edn	Jalgaon	subscription	MO			900.00			13B
1082	2/1/2013	Apex	Mumbai	subscription	207408			12555.00			13B
1083	2/1/2013	Apex	Mumbai	subscription	207409			2880.00			13B
1084	2/1/2013	JD Patil S Mahavidyalaya	Amravati	subscription	603156			750.00		shivaji020109@shivajiedusocamt.org	13B
1085	2/1/2013	Centre for Earth Sci Studies	Trivandrum	subscription	036297			2000.00		library@cessind.org	13B
1086	2/1/2013	Sri Ramakrishna Inst of Tech	Coimbatore	subscription	519942			3050.00		principal@srit.org	13B
1087	2/1/2013	Dnyanprassarak Mandal	Goa	subscription	214978			400.00		info@dmscollege.ac.in	13B
1088	2/1/2013	Sri Parasakthi Clg for W	Tirunelveli	subscription	443994			1500.00			13B
1089	2/1/2013	Nehru Memorial Clg	Puthanampatti	subscription	879090			11250.00		nmclibb@gmail.com	13B
1090	2/1/2013	SSK Polytecnic Clg	Tricy	subscription	477696			1100.00			13B
1091	2/1/2013	KPG Arts Com Sci Clg	Nashik	subscription	513910			3100.00			13B
1092	2/1/2013	Siddhartha Inst of Pharma Science	Guntur	subscription	862049			1100.00			13B
1093	2/1/2013	Patkai Christian Clg Lib	Nagaland	subscription	215938			2000.00			13B
1094	2/1/2013	Chalapathi	Guntur	subscription	314352			1300.00		nadendla2000@yahoo.co.in	13B
1095	2/1/2013	IIT	New Delhi	subscription	248905			3600.00		jssindia@hotmail.com	13B
1096	2/1/2013	MGDAV Clg	Bathinda	subscription	462313			900.00			13B
1097	2/1/2013	International Sub Agency	Lucknow	subscription	408466			4725.00		info@isa.in	13B
1098	2/1/2013	Rajarshi Sahu Clg	Kolhapur	subscription	391752			2800.00		klpshahucol@gmail.com	13B
1099	2/1/2013	Pachhunga Univ Clg	Mizoram	subscription	406919			4000.00		pachhuunga library@gmail.com	13B
1100	2/1/2013	Govt Polytechnic Clg	Meenangadi	subscription	850671			500.00	retd short payment		13B
1101	2/1/2013	Amity Univ	Gwalior	Postage	036738			4000.00		info@gwa.amity.edu	13B
1102	2/1/2013	Rayat polytechnic Clg	Ropar	subscription	086279			4800.00			13B
1103	2/1/2013	VIT	Bhimavaram	subscription	880139			700.00		bvrmvit@rediffmail.com	13B
1104	2/1/2013	Jaypee Univ of Engg & Tech	Guna	subscription	034270			7000.00		sudeep.sharma@juet.ac.in	13B
1105	2/1/2013	APSA	Hyd	subscription	791312			4770.00		hyd.journals@alliedpublishers.com	13B
1106	2/1/2013	Univ Clg	Mangalore	subscription	423321			3050.00			13B
1107	2/1/2013	KVPY List 332 addresses	Bangalore	subscription	KVPY2012			250.00			13B
1108	2/4/2013	CNS	New Delhi	subscription	387590			3600.00		subs@cns.co.in	13B
1109	2/4/2013	Kaivalyadhama	Pune	subscription	000004			500.00		info@kdham.com	13B
1110	2/4/2013	Dr Sivanthi AC Engg	Tiruchendur	subscription	066770			4800.00		sacpeprincipal@gmail.com	13B
1111	2/4/2013	Ashok K B	Bangalore	subscription	031438			1100.00		ashokbareja@gmail.com	13B
1112	2/4/2013	CNA	New Delhi	subscription	387805			270.00		eresources@cna.co.in	13B
1113	2/4/2013	AA Clg	Kanyakayakumari	subscription	165995			4800.00		anna.college@yahoo.com	13B
1114	2/4/2013	IRT PeruduraimED cLG	Erode	subscription	788230			300.00		irtpmclib@yahoo.co.in	13B
1115	2/4/2013	Sovarani Mem Clg	Jagatballavpur	subscription	972077			2750.00			13B
1116	2/4/2013	BVC Engg Clg	Odalarevu	subscription	663265			400.00		bvcec@hotmail.com	13B
1117	2/4/2013	NPA Centenary Polytechnic Clg	Nilgiris	subscription	282886			800.00		npacpt_principal@yahoo.co.in	13B
1118	2/4/2013	Shree MVS Pharmacy Clg	Modasa	subscription	881452			1600.00			13B
1119	2/4/2013	JSS Medical Clg	Mysore	subscription	743035			2200.00		jssmc09@gmail.com	13B
1120	2/4/2013	Swathi Inst of Tech & sci	RR Dist	subscription	452427			400.00			13B
1121	2/4/2013	TN Vet Si Anim Sci Univ .Fisheries Clg & res Inst	Thoothukudi	subscription	417759			4400.00			13B
1122	2/4/2013	Kandaswami Kandars College	Namakkal	subscription	884702			3100.00		rarulkkc@gmail.com	13B
1123	2/4/2013	Chhotu Ram Clg of Edn	Rohtak	subscription	017055			500.00		croce2008@yahoo.com	13B
1124	2/4/2013	Karpagam Univ	Coimbatore	Advertisement	713219			7000.00		info@karpagamuniversity.ac.in	13B
1125	2/4/2013	Clg of Arts Sci & Com	Thane	subscription	010499			2700.00		rktcollege unr3@yahoo.co.in	13B
1126	2/4/2013	Sir C R Reddy Clg for W	Eluru	subscription	216231			500.00			13B
1127	2/4/2013	AI Pharmacy	Ahmednagaer	subscription	382624			900.00			13B
1128	2/4/2013	Meerut Inst of Engg & tech	Meerut	subscription	040939			6150.00			13B
1129	2/4/2013	Jaysingpur Clg	Kolhapur	subscription	572069			6000.00			13B
1130	2/4/2013	Willingdon Clg	Sangli	subscription	235266			4150.00			13B
1131	2/4/2013	Goa Univ  Library	Goa	subscription	756474			3300.00			13B
1132	2/4/2013	KSS Arts Clg	Thiruppanandal	subscription	034045			3450.00			13B
1133	2/4/2013	KM Clg	Thanjavur	subscription	341596			1100.00		principal@kmcadirai.com	13B
1134	2/4/2013	NS Sci Arts Clg	Chandrapur	subscription	695085			4800.00		thenganekd@gmail.com	13B
1135	2/4/2013	JBAS Clg for W (D Rehana)	Chennai	subscription	011559			800.00			13B
1136	2/4/2013	St Mother Theresa Clg	Tuticorin	subscription	579684			4800.00			13B
1137	2/4/2013	SVC Pharmacy	Rangampet	subscription	245932			2300.00			13B
1138	2/4/2013	Nazareth Clg of Pharmacy	Tiruvalla	subscription	289413			1900.00		nazarethpharmacy@yahoo.co.in	13B
1139	2/4/2013	APSA	Ahmedabad	subscription	316962			270.00		ahmdd.journals@alliedpublishers.com	13B
1140	2/4/2013	SITE	Meerut	subscription	728603			1850.00		principle.site@gmail.com	13B
1141	2/4/2013	SATI	Vidisha	subscription	628833			4800.00		sati@satiengg.org	13B
1142	2/4/2013	Vallabh Govt Clg	Mandi	subscription	369576			4150.00			13B
1143	2/4/2013	Standar Bk Co	Bang	subscription	548714			3870.00		journalssbc.co.in	13B
1144	2/4/2013	Narmada Clg of S & C	Bharuch	subscription	000657			1150.00		narmada_college@yahoo.co.in	13B
1145	2/4/2013	IBH	Mumbai	subscription	000633			4275.00		ibhmag@vsnl.net	13B
1146	2/4/2013	VNIT	Nagpur	subscription	615636			2750.00			13B
1147	2/4/2013	ADM Clg for W	Nagapattinam	subscription	436280			5650.00		admcnagai@yahoo.co.in	13B
1148	2/4/2013	HHMSPBNSS Clg for W	Trivandrum	subscription	740932			3815.00			13B
1149	2/4/2013	Kanoria PG Mahial Mahavidyaklaya	Jaipur	subscription	289187			500.00			13B
1150	2/4/2013	RMITR	Badnera	subscription	105519			1850.00			13B
1151	2/4/2013	Sun Engg Clg	Chhattisgarh	subscription	001263			2750.00		info@sun.ac.in	13B
1152	2/4/2013	KIT	Vidudhunagar	subscription	425482			2400.00		kitpri@yahoo.com	13B
1153	2/4/2013	Idhaya Clg for w	Sivagangai	subscription	511523			1500.00			13B
1154	2/4/2013	GLA Univ	Mathura	subscription	602214			5850.00		glauniversity@gla.ac.in	13B
1155	2/4/2013	Kirti Clg	Mumbai	subscription	MO			500.00			13B
1156	2/4/2013	Panimalar Inst of tech	Chennai	subscription	739603			2350.00		info@pit.ac.in	13B
1157	2/4/2013	MAM Clg of Engg	Trichy	subscription	593804			2650.00		mamcetry2k@yahoo.com	13B
1158	2/4/2013	PIETS Clg of Engg	Pune	subscription	670800			400.00		am@coep.ac.in	13B
1159	2/4/2013	Rajkiya W Clg	Bharatpur	subscription	642296			2650.00	HINDI		13B
1160	2/4/2013	"NCL, (Satish Chandra)"	Pune	Advertisement	592012			6000.00			13B
1161	2/4/2013	IARCPMNM	Hyd	subscription	726052			7000.00		info@arci.res.in	13B
1162	2/4/2013	Atmiya Inst of Tech &b Sci	Rajkot	subscription	989330			1500.00		admin@aits.edu.in	13B
1163	2/4/2013	OP Jindal School	Raigarh	subscription	634284			2000.00			13B
1164	2/4/2013	"Madurai Clg, Dept of Botany"	Madurai	Advertisement	139059			4000.00			13B
1165	2/4/2013	Kashir Univ of Agrl & Sci & tech	J&K	Advertisement	528345			7000.00			13B
1166	2/4/2013	"APS Univ, Physics dept"	Rewa	subscription	589946			7000.00			13B
1167	2/4/2013	Dhawade	pune	subscription	014370			1250.00			13B
1168	2/4/2013	Sarvodaya Mahavidyalaya	Chandrapur	subscription	943479			3300.00	HINDI	principal.smvr@gmail.com	13B
1169	2/4/2013	Islamic Univ	J&K	subscription	665345			750.00			13B
1170	2/4/2013	Human resource Dev centre	Ghaziabad	subscription	927113			4000.00			13B
1171	2/4/2013	Natl Academy of Agrl Res Mgm	Hyd	Invoice (for Inst Membership)							13B
1172	2/4/2013	HNB Garhwal Univ	Uttaranchal	Advertisement	805784			7000.00			13B
1173	2/4/2013	IPBPL	Kolkata	Advertisement	886771			850.00			13B
1174	2/4/2013	KFRI	Thrissur	Advertisement	328568			7000.00			13B
1175	2/4/2013	Sharma	Alwar	subscription	827912			500.00			13B
1176	2/4/2013	Cs Pochee & Son	Thane	subscription	042766			360.00		varadk11@rediffmail.com	13B
1177	2/4/2013	CCET	Dindigul	subscription	141391			4800.00		ccetlibraryodc@gmail.com	13B
1178	2/4/2013	Sri Krishna Inst of Tech	Bang	subscription	439293			1850.00		principal@sreis.in	13B
1179	2/4/2013	Sri Sarathi Inst of Engg & tech	Nuzvid	subscription	477554			5650.00		ssiet@rediffmail.com	13B
1180	2/4/2013	KMG Clg of Arts & Sci	Vellore	subscription	751899			2400.00		kmgcollege@gmail.com	13B
1181	2/4/2013	Globe Publ	New Delhi	subscription	047755			630.00		orders@globepub.com	13B
1182	2/4/2013	Salwan Public School	New Delhi	subscription	629978			900.00		salwanpublicschool@gmail.com	13B
1183	2/4/2013	Bengal Clg of Engg & tech	Durgapur	subscription	120770			4800.00		skset_dgp@rediffmail.com	13B
1184	2/4/2013	Bengal Clg of Polytechnic (SKS Rdn & Sociat Trust)	Durgapur	subscription	120794			400.00			13B
1185	2/4/2013	Sri Saoadha Clg of Edn	Villipuram	subscription	MO			900.00			13B
1186	2/4/2013	KSV	Gandhinagar	subscription	101298			400.00			13B
1187	2/4/2013	VIT Univ	Vellore	subscription	047162			7000.00		purchase@vit.ac.in	13B
1188	2/4/2013	SDNBVC for W	Chennai	subscription	588325			4800.00			13B
1189	2/4/2013	MBM	Latur	subscription	705405			500.00		mbc_princ2006@yahoo.com	13B
1190	2/4/2013	Mizoram Remote Sensing Appl Centre	Mizoram	subscription	268565			400.00		mirsac_zizawl@yahoo.com	13B
1191	2/4/2013	Magazine world	Anand	subscription	005739			1575.00			13B
1192	2/4/2013	Total IT Solutions	New delhi	Reg Promotion of Jnls							13B
1193	2/4/2013	Informatics	Bang	subscription	020469			360.00		info@informindia.co.in	13B
1194	2/4/2013	RIA	Navi mumbai	subscription	012461			1305.00		rhino1@vsnl.com	13B
1195	2/4/2013	RIA	Navi Mumbai	subscription	012336			630.00		rhino1@vsnl.com	13B
1196	2/4/2013	RIA	Navi Mumbai	subscription	012462			4320.00		rhino1vsnl.com	13B
1197	2/4/2013	Peeyoosh magazine world	Mehsana	subscription	000839			13860.00			13B
1198	2/4/2013	Miranda Univ	Delhi	Invoice							13B
1199	2/4/2013	DA B Nair	Sangli	subscription	MO			1500.00			13B
1200	2/4/2013	Dept of space (Govt of india-	Bang	reg grant recd (Rs 10 Lakhs)							13B
1201	2/5/2013	Dept. of Biotech & Genetic Engg	Trichy	Advertisement	415294			4000.00		manickbiotech@gmail.com	13B
1202	2/5/2013	JH Ambani School	New Delhi	subscription	174787			500.00			13B
1203	2/5/2013	GJ Clg	Siliguri	subscription	001654			3000.00		jayaraman.suresh56@gmail.com	13B
1204	2/5/2013	Amrutvahini	Sangamner	subscription	035100			1450.00		amrutpoly@rediffmail.com	13B
1205	2/5/2013	KV	Pune	subscription	685762			4800.00		prinkvaa@yahoo.com	13B
1206	2/5/2013	Clg of Horticulture	Bagalkot	subscription	893460			1500.00		deancohbagalkot@gmail.com	13B
1207	2/5/2013	PVP Clg of Arts & Com	Ahmednagar	subscription	424329			3000.00		pvpc@pravara.org.in	13B
1208	2/5/2013	Lal Bahadur lg	Warangal	subscription	434285			3050.00			13B
1209	2/5/2013	Informatics	Bang	subscription	020406			4590.00			13B
1210	2/5/2013	angur Nagar Arts Scu Com Clg	Dandeli	subscription	706933			1900.00		principalbndc@yahoo.com	13B
1211	2/5/2013	Lekshmipur Clg of Arts & Sci	Kanyakumari	subscription	175986			4800.00			13B
1212	2/5/2013	NAL	Bang	subscription	166648			7000.00			13B
1213	2/5/2013	CNA	Delhi	subscription	387591			3600.00			13B
1214	2/5/2013	Meenakashi Clg for W	Chennai	subscription	373841			4800.00			13B
1215	2/5/2013	Sunrise Group of Inst	Udaipur	subscription	206337			3300.00			13B
1216	2/5/2013	Kerala Univ Deopt of Physics	Kariavattom	subscription	759742			6750.00			13B
1217	2/5/2013	Total	New Delhi	subscription	047006			450.00			13B
1218	2/5/2013	Total	New delhi	subscription	048140			3960.00			13B
1219	2/5/2013	Total	New delhi	subscription	047920			1125.00			13B
1220	2/5/2013	Total	New Delhi	subscription	048045			5265.00			13B
1221	2/5/2013	VB nst of Tech	Jangaon	subscription	648840			3300.00		webmaster_vbit@yahoo.com	13B
1222	2/5/2013	Shantiniketan Trust School & Clg	Bang	subscription	409951			2000.00			13B
1223	2/5/2013	PK Clg	Medinipur	subscription	062474			2150.00		pkcollege.contai@gmail.com	13B
1224	2/5/2013	GS Gawade Clg	Umarkhed	subscription	377004			2000.00	HINDI		13B
1225	2/5/2013	VSB Clg of Eng & tech Campus	Coimbatore	subscription	039981			800.00		office@vsbcetc.com	13B
1226	2/5/2013	Vishnu	Medak	subscription	511128			4800.00			13B
1227	2/5/2013	Baptla Clg of Arts & Sci	Bapatla	subscription	267347			2200.00			13B
1228	2/5/2013	Dr Babasaheb Amb Marthwada Univ	Aurangabad	Invoice							13B
1229	2/5/2013	Zonal Base Fisher Surb\vey	Port Blair	Invoice							13B
1230	2/5/2013	NRC	Kameng	Invoice							13B
1231	2/5/2013	ZAI	Kozhikode	Invoice							13B
1232	2/6/2013	Ashoka Trust for Res In Ecology & Env	Bang	Advertisement	470100			3000.00			13B
1233	2/6/2013	Cept Univ	Ahmedabad	Advertisement	987770			7000.00			13B
1234	2/6/2013	GIPER	Satara	subscription	BANKTRANSFER			1500.00		giper_limb@rediffmail.com	13B
1235	2/6/2013	Dr Babasaheb Ambedkar Tech Univ	Raigad	subscription	300468			7000.00			13B
1236	2/6/2013	JDIET	Yavatmal	subscription	855063			2000.00		tpojdiet@rediffmail.com	13B
1237	2/6/2013	Gupta Clg of Tech Sci	Asansol	subscription	006773			400.00		trinitytrustasansol@rediffmail.com	13B
1238	2/6/2013	BJS	Pune	subscription	550504			4800.00	HINDI	bjs_college@yahoo.co.in	13B
1239	2/6/2013	KITS	Warangal	subscription	673498			3550.00		principal.kitswgl@gmail.com	13B
1240	2/6/2013	NEC	Thoothukudi	subscription	642740			2650.00		principal@nec.edu.in	13B
1241	2/6/2013	Appa Inst of Engg & tech	Gulbarga	subscription	550007			4250.00			13B
1242	2/6/2013	CBIT	Anantpur	subscription	217952			2750.00		cbitpdtr@gmail.com	13B
1243	2/6/2013	KLN Clg of Infm Tech	Sivaganga	subscription	969438			4800.00		info@kincit.edu.in	13B
1244	2/6/2013	TA Clg for w	Villupuram	subscription	543264			3100.00		info@tacw.in	13B
1245	2/6/2013	Int Subs Agency	Lucknow	subscription	415565			810.00		info@isa.in	13B
1246	2/6/2013	Madras Univ	Chennai	subscription	909719			4000.00		jsselvan@hotmail.com	13B
1247	2/6/2013	Sarvodaya Mahavidyalay	cHANDRPUR	Invoice					hindi		13B
1248	2/6/2013	zsi	pUNE	Invoice							13B
1249	2/6/2013	Erode Builder Edn Trust Group of Inst	Tirpur	subscription	015765			6650.00		info@ebet.edu.in	13B
1250	2/6/2013	Copier Techno System	Bang	reg invoice							13B
1251	2/6/2013	GEs Clg	Kannur	subscription	MO			2000.00			13B
1252	2/7/2013	NAL	Bang	Advertisement	582586			5250.00			13B
1253	2/7/2013	Upendra Kishore Sinha	Patna	Advertisement	135537			7000.00			13B
1254	2/7/2013	CJ Public School	Cochin	subscription	672763			800.00		mail@christujayanthi.ac.in	13B
1255	2/7/2013	Pinhla Thana Mahavidyalaya	Mednipur	subscription	821099			3800.00			13B
1256	2/7/2013	SJR College	Bang	subscription	380265			3100.00			13B
1257	2/7/2013	APSA	Hyd	subscription	791228			4410.00		hyd.joyurnals@alliedpublishers.com	13B
1258	2/7/2013	Poornima Group of College	Jaipur	subscription	000574			400.00		info@poornima.org	13B
1259	2/7/2013	St Josephs Clg	Idukki	subscription	024214			3850.00		sjcmoolamattom@gmail.com	13B
1260	2/7/2013	Pachaiyappa Clg for Men	Kanchipuram	subscription	124961			1250.00		pachaiyappasmenkanchi@gmail.com	13B
1261	2/7/2013	IBH	Mumbai	subscription	000705			990.00		ibh@vsnl.com	13B
1262	2/7/2013	Informatics	Bang	subscription	020656			1035.00		info@informindia.co.in	13B
1263	2/7/2013	KV	Trivandrum	subscription	125047			1500.00		kendriyalayapattom@yahoo.co.in	13B
1264	2/7/2013	NIP	Chennai	subscription	299030			4400.00		directorne@dataone.in	13B
1265	2/7/2013	Abhijit	Pune	subscription	529354			1100.00		abhijit_degaonkar@rediffmail.com	13B
1266	2/7/2013	Sre Naraya Clg for W	Kollam	subscription	897886			4800.00		pricipalsncw@gmail.com	13B
1267	2/7/2013	GG Subs Agency	Mumbai	subscription	016895			3780.00		info@ggsubscription.in	13B
1268	2/7/2013	Informatics	Bang	subscription	020761			3600.00		info@informindia.co.in	13B
1269	2/7/2013	Informatics	Bang	subscription	020667			360.00			13B
1270	2/7/2013	BM Inst of Engg & Tech	Sonepat	subscription	446910			500.00		director@bmiet.net	13B
1271	2/7/2013	Ministry of Easrth Sciences	New Delhi	reg settlement of Old Advances				0.00			13B
1272	2/7/2013	Nazareth Clg of Pharmacy	Tiruvala	subscription	289436			400.00		nazarethpharmacy@yahoo.co.in	13B
1273	2/7/2013	Kalanidhi Clg	New delhi	subscription	204560			500.00			13B
1274	2/7/2013	Inst of Pharmacy	New Delhi	subscription	025914			1500.00		bsaei@anangpuria.com	13B
1275	2/7/2013	Apex Advertising	Ahmedabad	Advertisement	004601			5950.00			13B
1276	2/7/2013	Spices Board	Idukki	subscription	BANKTRANSFER			5200.00		icrimyla@yahoo.com	13B
1277	2/7/2013	Central Univ of Kashmer	Kashmir	Invoice							13B
1278	2/7/2013	Indraraaj Vanij Vidyam	Bhokardan	subscription	MO			1400.00			13B
1279	2/7/2013	Chandigarh Un iv	Mohali	subscription	861439			4150.00		info@chandigarhuniversity.ac.in	13B
1280	2/7/2013	BC Roy Engg Clg	Durgapur	subscription	308518			3400.00		dgp_bcrec@sancharnet.in	13B
1281	2/8/2013	Tiwari	Dehradun	subscription	Cash			650.00		bntiwari56@rediffmail.com	13B
1282	2/8/2013	Books sold at Dehra Doon Meeting		SP Publ & Subs	Cash			12515.00			13B
1283	2/8/2013	IISc	Bangalore	Reg RES Spl issue	464246			7500.00			13B
1284	2/11/2013	Scholars without Borders		subscription	SWB2013	2/11/2013					13B
1285	2/11/2013	Govt Clg	Kekri	subscription	BANKTRANSFER			2250.00	HINDI		13B
1286	2/11/2013	DIET	Oddanchatram	subscription	977612			1000.00			13B
1287	2/11/2013	Shree Devi Inst of Tech	Mangalore	subscription	370585			1650.00			13B
1288	2/11/2013	Central Agrl Univ	Imphal	subscription	000770			5100.00			13B
1289	2/11/2013	Defence res Lab	Tepur	subscription	473368			4400.00		director_dri@yahoo.com	13B
1290	2/11/2013	Anna vinayagar Clg of edn	Kannikumari	subscription	484982			500.00		annavinayagar@gmail.com	13B
1291	2/11/2013	CESS	Trivandrum	subscription	036323			4000.00		registrar@cess.res.in	13B
1292	2/11/2013	KSIT	Bang	subscription	002065			1400.00			13B
1293	2/11/2013	Lady Shri Ram Clg for W	New Delhi	subscription	763510			500.00			13B
1294	2/11/2013	Clg of Agrl	Dapoli	subscription	059949			4000.00			13B
1295	2/11/2013	PSG Clg of Pharmacy	Coimbatore	subscription	176601			2200.00		principal@psgpharma.ac.in	13B
1296	2/11/2013	MGM lg and Res Inst	Puducherry	subscription	713293			2700.00			13B
1297	2/11/2013	KV Kendra	Vellore	subscription	283663			500.00		kvkvrinjipuram@tnau.ac.in	13B
1298	2/11/2013	Integrated Rural Dev & Mgm	Howrah	subscription	721195			700.00		rkmvundp@gmail.com	13B
1299	2/11/2013	Inst of Forest Biodiversity	Hyd	subscription	410194			4000.00			13B
1300	2/11/2013	ITC Ltd	Rajahmundry	subscription	029672			11100.00			13B
1301	2/11/2013	Murugan	Mumbai	subscription	385318			720.00		murugan@murgan.in	13B
1302	2/11/2013	St Margaret Engg Clg	Jaipur	subscription	034718			4800.00			13B
1303	2/11/2013	Bengal Clg of Engg & tech for W	Durgapur	subscription	121347			3850.00		skset_dgp@rediffmail.com	13B
1304	2/11/2013	Osmania Univ	Hyd	subscription	345128			19300.00			13B
1305	2/11/2013	JSS Public School	Bang	subscription	227348			500.00			13B
1306	2/11/2013	Nadar Sarswathi Clg of Arts & Sci	Theni	subscription	231223			3000.00			13B
1307	2/11/2013	TRC Pharmacy	Perambalur	subscription	093859			400.00		roevercollegeofpharmacy@yahoo.com	13B
1308	2/11/2013	Pratap Clg of edn	Ludhiana	subscription	001190			500.00		partapcollege@gmail.com	13B
1309	2/11/2013	TRI Polytechnic Clg	Permablur	subscription	558737			400.00		roeverspoly@yahoo.co.in	13B
1310	2/11/2013	CNA	New Delhi	subscription	387918			4095.00		subs@cna.co.in	13B
1311	2/11/2013	Informatics	Bang	subscription	020746			5085.00			13B
1312	2/11/2013	Informatics	Bang	subscription	020745			6300.00			13B
1313	2/11/2013	HSS	Chennai	subscription	010946			3465.00			13B
1314	2/11/2013	Innovative Subs Service	New Delhi	subscription	059409			270.00		rakesh.its@gmail.com	13B
1315	2/11/2013	Mahajana First Grade Clg	Mysore	subscription	640783827			1350.00		principal@mahajanafgc.com	13B
1316	2/11/2013	CSi Polytechnic	Salem	subscription	038196			4800.00		csiptc@yahoo.co.in	13B
1317	2/11/2013	Alfa Clg of Ebngg & tech	Kurnool	subscription	973884			4650.00			13B
1318	2/11/2013	NSS Clg of Engg	Palakkad	subscription	658731			3500.00		nssce@nssce.ac.in	13B
1319	2/11/2013	DNPG Clg Dept of Bot	Meerut	subscription	759270			2250.00			13B
1320	2/11/2013	JK Clg	Purulia	subscription	015604			4800.00		jkcp.1948@gmail.com	13B
1321	2/11/2013	Higginbothams	Chennai	subscription	008979			3015.00			13B
1322	2/11/2013	GHD Clg	Haveri	subscription	529401			900.00		principalghc@gmail.com	13B
1323	2/11/2013	VLB Janakiammal Clg of Artys & sci	Coimbatore	subscription	551162			300.00		principal@vlbjcas.ac.in	13B
1324	2/11/2013	PES Clg of Engg	Mandya	subscription	957864			1550.00			13B
1325	2/11/2013	Atmiya Univ  Tnst of tech & Sci	Rajkot	subscription	989235			750.00		admin@aits.edu.in	13B
1326	2/11/2013	Infotrack	New Delhi	subscription	238020			3555.00			13B
1327	2/11/2013	Gokhale Mem Girls Clg	Kolkata	subscription	088344			500.00		gokhale_college@vsnl.net	13B
1328	2/11/2013	Clg of Pharmacy	Nashik	subscription	361070			700.00		mgvsph@yahoo.com	13B
1329	2/11/2013	Sadam Clg of Engg & tech	Hyd	subscription	999722			1550.00			13B
1330	2/11/2013	SS Patil BS GS PanditSci Clg	Jalgaon	subscription	878688			4450.00			13B
1331	2/11/2013	CNA	Delhi	subscription	387846			51100.00			13B
1332	2/11/2013	HSS	Chennai	subscription	010945			3105.00			13B
1333	2/11/2013	Jaipur Nat Univ	Jaipur	subscription	219985			4000.00		info@jnujaipur.ac.in	13B
1334	2/11/2013	Ramakrishnan	Puducherry	subscription	695892			3580.00			13B
1335	2/11/2013	Pharma Guid	Nagpur	subscription	004727			2250.00			13B
1336	2/11/2013	Pharma Guidance	Nagpur	subscription	064665			3420.00			13B
1337	2/11/2013	Timel Mgm	Mumbai	subscription	709670			7335.00			13B
1338	2/11/2013	NW Clg	Pune	subscription	028460			4800.00			13B
1339	2/11/2013	Sree Narayana Guru Clg	Coimbatore	subscription	673819			2700.00		snget@eth.net	13B
1340	2/11/2013	Govt D B Girls Clg	Raipur	subscription	212137			2400.00	HINDI	dbgirls@yahoo.co.in	13B
1341	2/11/2013	Khalsa Clg Lib	Amritsar	subscription	870218			1750.00			13B
1342	2/11/2013	Om Shanti Dip Engg Clg	Rajkot	subscription	164834			1550.00		omsect@omshantiengg.org	13B
1343	2/11/2013	Rudelwa Arts Sci clg	Borsad	subscription	BANKTRANSFER			4050.00		borsadcollege@yahoo.com	13B
1344	2/11/2013	Clg of Engg Biotech for W	Mohali	subscription	596955			3300.00			13B
1345	2/11/2013	SPK Mahavidyalaya	Savantwadi	subscription	013019			4050.00			13B
1346	2/11/2013	Andhra Loyola Clg	Vijayawada	subscription	085311			4650.00		contactalc@gmail.com	13B
1347	2/11/2013	NTClg of Edn	Bhor	subscription	595090			4150.00			13B
1348	2/11/2013	Madha Inst of Engg & tech	Chebnnai	subscription	227548			3650.00		principal448@gmail.com	13B
1349	2/11/2013	Jijamata NMahavidyalaya	Buldana	subscription	765553			2400.00		jijamatacollegebid@rediffmail.com	13B
1350	2/11/2013	St Albert Clg	Ernakulam	subscription	481660			1450.00			13B
1351	2/11/2013	Govt Clg of Edn	Chandigarh	subscription	371809			2000.00			13B
1352	2/11/2013	KK Clg	Namakkal	subscription	884698			2550.00		rarulkkc@gmail.com	13B
1353	2/11/2013	Mah clg of Pharmacy	Dhule	subscription	149299					700	13B
1354	2/11/2013	Smt SMPSci Clg	Talod	subscription	166563			5895.00		scpsmp@yahoo.com	13B
1355	2/11/2013	Clg of Engg	Nashik	subscription	766966			4250.00		"principal@snjbcoe,org"	13B
1356	2/11/2013	Vishwere Tech Camp	Miraj	subscription	744936			1850.00		shivgangavtc@gmail.com	13B
1357	2/11/2013	CSI Clg of Edn	Trivandrum	subscription	972544			500.00			13B
1358	2/11/2013	Sri Parasumbhu Clg	Pune	subscription	076511			4550.00		principalspc@vsnl.net	13B
1359	2/11/2013	NIUM	Bang	subscription	310216			700.00		nium.bangalore@yahoo.com	13B
1360	2/11/2013	soumya Publ	Mumbai	subscription	002133			3825.00		somaiyabooks@rediffmail.com	13B
1361	2/11/2013	Regency Clg of Edn	Pondicherry	subscription	537831			500.00			13B
1362	2/11/2013	Ravenshaw Univ	Cuttack	subscription	638467			6550.00			13B
1363	2/11/2013	Vira Clg of Engg	Bijnor	subscription	207363			4800.00		vcebijnor@rediffmail.com	13B
1364	2/11/2013	TES	Assam	subscription	073177			4000.00		tocklai@tocklai.net	13B
1365	2/11/2013	AMDER	Shillong	subscription	427072			4800.00			13B
1366	2/11/2013	Catholicate Clg	Pathanamitta	subscription	676080			4800.00		catholicatepta@yahoo.co.in	13B
1367	2/11/2013	CNA	New delhi	subscription	387947			1350.00			13B
1368	2/11/2013	Madurai DT Hindu clg	Tirunelveli	subscription	669270			1150.00			13B
1369	2/11/2013	DAV Clg	Lahore	subscription	892418			2250.00	HINDI		13B
